111;3323.00;10.40;1821.00;big
111;3228.00;9.75;1761.00;big
112;3210.00;9.50;1233.00;big
112;3320.00;11.23;1227.00;big
113;3226.00;9.90;1542.00;big
113;3321.00;9.90;1493.00;big
114;3300.00;10.45;250.00;big
114;3225.00;14.03;176.00;big
115;3345.00;11.68;414.00;big
115;3229.00;13.18;439.00;big
116;3330.00;12.88;720.00;big
116;3273.00;11.10;783.00;big
117;3251.00;9.93;1126.00;big
117;3293.00;10.88;1051.00;big
118;3381.00;13.75;1310.00;big
118;3281.00;12.85;1301.00;big
119;3333.00;9.75;1415.00;big
119;3378.00;9.50;1400.00;big
120;3318.00;10.60;1623.00;big
120;3399.00;9.80;1663.00;big
121;3364.00;15.12;524.00;big
121;3316.00;9.50;621.00;big
122;3498.00;9.55;454.00;big
122;3446.00;9.50;254.00;big
123;3439.00;9.50;921.00;big
123;3371.00;9.50;1049.00;big
124;3463.00;10.15;1223.00;big
124;3365.00;10.30;1192.00;big
125;3405.00;14.90;766.00;big
125;3398.00;14.53;858.00;big
126;3430.00;10.35;1512.00;big
126;3514.00;10.75;1600.00;big
127;3506.00;10.88;1027.00;big
127;3417.00;11.90;1084.00;big
128;3718.00;9.70;1873.00;big
128;3492.00;9.80;1775.00;big
129;3456.00;10.10;1422.00;big
129;3497.00;16.75;1375.00;big
130;3443.00;10.60;697.00;big
130;3521.00;11.00;770.00;big
131;3530.00;13.82;1290.00;big
131;3455.00;12.45;1276.00;big
132;3455.00;9.50;579.00;big
132;3645.00;9.50;679.00;big
133;3710.00;10.15;329.00;big
133;3526.00;9.50;74.00;big
134;3520.00;11.48;898.00;big
134;3655.00;9.80;985.00;big
135;3785.00;9.50;817.00;big
135;3626.00;9.50;806.00;big
136;3524.00;12.57;290.00;big
136;3552.00;11.88;380.00;big
137;3554.00;9.50;1159.00;big
137;3620.00;9.50;1061.00;big
138;3618.00;9.50;1335.00;big
138;3584.00;9.50;1447.00;big
139;3611.00;11.60;1216.00;big
139;3662.00;14.45;1122.00;big
140;3650.00;9.93;1607.00;big
140;3796.00;9.78;1700.00;big
141;3759.00;9.50;560.00;big
141;3914.00;9.50;604.00;big
142;3753.00;9.70;1442.00;big
142;3968.00;11.25;1464.00;big
143;3719.00;9.78;1308.00;big
143;3812.00;10.90;1261.00;big
144;3904.00;9.80;1010.00;big
144;3749.00;9.50;988.00;big
145;4016.00;9.50;2043.00;big
145;3906.00;9.50;2215.00;big
146;3863.00;15.05;1181.00;big
146;3799.00;10.85;1101.00;big
147;4012.00;9.73;1826.00;big
147;4078.00;10.45;1621.00;big
148;3862.00;9.50;908.00;big
148;3939.00;9.50;868.00;big
149;3952.00;19.60;1234.00;big
149;3922.00;19.20;1319.00;big
150;3981.00;9.70;35.00;big
150;4085.00;9.50;241.00;big
151;3955.00;10.03;1162.00;big
151;3909.00;9.93;1099.00;big
152;4013.00;10.20;1070.00;big
152;4114.00;9.80;1065.00;big
153;3982.00;10.65;943.00;big
153;4016.00;11.82;856.00;big
154;4192.00;11.50;1371.00;big
154;4073.00;12.00;1314.00;big
155;4127.00;10.78;998.00;big
155;4055.00;10.10;980.00;big
156;5388.00;10.45;304.00;big
156;5118.00;9.50;391.00;big
157;4063.00;13.20;768.00;big
157;4154.00;9.50;777.00;big
158;4064.00;23.18;1166.00;big
158;4244.00;22.90;1117.00;big
159;4134.00;9.50;634.00;big
159;4168.00;9.50;518.00;big
160;4200.00;9.50;908.00;big
160;4075.00;9.50;854.00;big
161;4572.00;10.15;1924.00;big
161;4276.00;9.50;2020.00;big
162;4351.00;15.88;1458.00;big
162;4588.00;11.80;1488.00;big
163;4186.00;9.50;1060.00;big
163;4220.00;9.50;1002.00;big
164;4308.00;10.85;1692.00;big
164;4535.00;12.53;1667.00;big
165;4254.00;9.50;847.00;big
165;4268.00;9.50;762.00;big
166;4433.00;12.73;1307.00;big
166;4311.00;18.25;1269.00;big
167;4275.00;11.30;1072.00;big
167;4274.00;10.60;997.00;big
168;4875.00;9.60;2238.00;big
168;4411.00;9.50;2236.00;big
169;5266.00;9.50;1265.00;big
169;5477.00;9.50;1340.00;big
170;4484.00;9.50;221.00;big
170;4342.00;9.50;221.00;big
171;4451.00;9.50;490.00;big
171;4329.00;9.60;661.00;big
172;4346.00;11.07;897.00;big
172;4338.00;11.15;986.00;big
173;4352.00;12.28;680.00;big
173;4407.00;10.10;611.00;big
174;4420.00;12.18;1151.00;big
174;4385.00;14.98;1063.00;big
175;4354.00;9.50;731.00;big
175;4464.00;9.50;610.00;big
176;4401.00;10.15;717.00;big
176;4352.00;9.85;779.00;big
177;4373.00;9.50;880.00;big
177;4394.00;9.50;767.00;big
178;4424.00;11.65;966.00;big
178;4447.00;9.90;871.00;big
179;4575.00;11.60;1262.00;big
179;4472.00;12.03;1228.00;big
180;4515.00;9.50;921.00;big
180;4494.00;9.50;789.00;big
181;4528.00;13.50;1144.00;big
181;4499.00;11.20;1054.00;big
182;4504.00;9.50;736.00;big
182;4607.00;9.50;762.00;big
183;4695.00;10.43;511.00;big
183;4531.00;11.25;534.00;big
184;4690.00;13.25;1033.00;big
184;4526.00;9.70;964.00;big
185;4779.00;9.80;1439.00;big
185;4653.00;12.48;1361.00;big
186;4571.00;11.03;647.00;big
186;4615.00;12.05;699.00;big
187;4596.00;10.30;1049.00;big
187;4648.00;9.95;1115.00;big
188;4577.00;9.50;359.00;big
188;4723.00;9.50;395.00;big
189;4700.00;10.07;1272.00;big
189;4646.00;10.23;1239.00;big
190;4700.00;11.10;626.00;big
190;4800.00;9.78;651.00;big
191;4813.00;9.50;85.00;big
191;5078.00;9.82;37.00;big
192;5042.00;9.85;209.00;big
192;4788.00;10.40;304.00;big
193;4743.00;10.45;772.00;big
193;4704.00;9.53;872.00;big
194;4872.00;13.40;1661.00;big
194;4921.00;9.98;1484.00;big
195;4803.00;9.68;1083.00;big
195;4784.00;9.68;1201.00;big
196;4846.00;9.50;870.00;big
196;4731.00;9.50;967.00;big
197;4808.00;11.70;1260.00;big
197;4786.00;12.68;1316.00;big
